,id,price,beds,baths,parking,title,address,propertyType,status,bond
456,16088363,470.0,3,1,3,$470,"72 Elton Road, Ferntree Gully VIC 3156",House,new,2042.0
457,16088350,430.0,2,1,1,$430pw/$1868pcm,"5/31-33 Olive Street, Reservoir VIC 3073",Apartment / Unit / Flat,new,1868.0
458,16088338,440.0,2,1,1,$440,"3/31 Albenca Street, Mentone VIC 3194",Apartment / Unit / Flat,new,1912.0
459,16088329,400.0,2,1,1,$400 per week,"12 Robinson Grove, Bulleen VIC 3105",House,new,1738.0
460,16088328,480.0,2,1,2,$480 Per Week,"3/21 Romawi Street, Altona VIC 3018",House,new,2080.0
461,16088325,450.0,2,1,2,$450 per week,"2/7 Rudd Avenue, Torquay VIC 3228",Apartment / Unit / Flat,new,1955.0
462,16088319,440.0,3,1,0,$440.00,"38 Virginia Street, Newtown VIC 3220",House,new,1912.0
463,16088318,500.0,4,2,3,$500 Per Week,"41 Drysdale Avenue, Hamlyn Heights VIC 3215",House,new,2173.0
464,16088317,380.0,2,1,1,$380 per week,"2/120 Suffolk Street, Maidstone VIC 3012",Townhouse,new,1651.0
465,16088314,460.0,4,2,2,$460.00,"7 Heathcote Drive, Lucas VIC 3350",House,new,1993.0
466,16088313,320.0,1,1,1,$320,"8/39 Heller Street, Brunswick West VIC 3055",Apartment / Unit / Flat,new,1386.0
467,16088312,1000.0,4,1,2,"$1,000.00","51 Thomas Street, Windsor VIC 3181",House,new,4345.0
468,16088310,780.0,5,3,3,$780 weekly,"15 Everest Cres, Olinda VIC 3788",House,new,3389.0
469,16088308,320.0,1,1,1,$320 Per Week,"6/48 Woolton Avenue, Thornbury VIC 3071",Apartment / Unit / Flat,new,1390.0
470,16088301,500.0,3,1,2,$500,"181 Jacksons Road, Noble Park North VIC 3174",House,new,2173.0
471,15952597,650.0,4,2,2,$650,"1/17 Mirriam Av, Capel Sound VIC 3940",House,recentlyUpdated,2824.0
472,16088292,380.0,3,1,1,"$380pw / $1,651pcm","17 Major Road, Fawkner VIC 3060",House,new,1651.0
473,16088288,1100.0,4,3,2,"$1,100.00","55 Lincoln Road, Essendon VIC 3040",House,new,6980.0
474,15910660,460.0,3,1,1,$460,"1/61 Mahoneys Road, Riddells Creek VIC 3431",Apartment / Unit / Flat,recentlyUpdated,1998.0
475,16088286,470.0,3,2,2,$470.00,"75 Noble Street, Newtown VIC 3220",Townhouse,new,2042.0
476,12311093,560.0,2,1,1,$560.00 per week,"127 Dawson Street, Brunswick West VIC 3055",House,recentlyUpdated,2433.0
477,16088278,850.0,3,2,2,$850.00,"2/91 Brighton Road, Elwood VIC 3184",Townhouse,new,3694.0
478,14673677,400.0,1,1,0,$400 Per Week,"541/57 Spencer Street, Melbourne VIC 3000",Apartment / Unit / Flat,recentlyUpdated,1738.0
479,16088277,395.0,3,1,0,$395.00 pw,"2 Eycot Street, Kilsyth South VIC 3137",House,new,1716.0
480,16088274,460.0,3,1,2,$460 weekly,"18 Heather Grove, Springvale VIC 3171",House,new,1999.0
481,16088273,490.0,2,1,1,$490 per week,"522/803 Dandenong Road, Malvern East VIC 3145",Apartment / Unit / Flat,new,2129.0
482,16088272,800.0,3,2,1,$800,"66 Tinning Street, Brunswick VIC 3056",Townhouse,new,3477.0
483,14341209,425.0,1,1,1,$425.00 per week,"305/33 Judd Street, Richmond VIC 3121",Apartment / Unit / Flat,recentlyUpdated,1847.0
486,16088259,450.0,1,1,0,$450 weekly,"1302/81 A'beckett Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,1955.0
487,16088255,490.0,2,1,1,$490 per week,"18/37-39 Carroll Crescent, Glen Iris VIC 3146",Apartment / Unit / Flat,new,2129.0
488,15302531,850.0,3,2,4,$850 per week,"14 Norman Street, Coburg VIC 3058",House,recentlyUpdated,3694.0
489,16088236,370.0,2,1,1,$370.00,"2/175 Arthur Street, Fairfield VIC 3078",Apartment / Unit / Flat,new,1608.0
490,16088235,450.0,2,1,1,$450 weekly,"818 Sydney Rd, Coburg North VIC 3058",Townhouse,new,1955.0
491,12659355,1225.0,4,2,2,$1225 per week,"68 Yarra Boulevard, Richmond VIC 3121",Townhouse,recentlyUpdated,7350.0
492,13133669,440.0,3,1,0,"$440pw/$1,912pcm","34 Stott Street, Box Hill South VIC 3128",House,recentlyUpdated,1912.0
493,16088217,440.0,4,2,2,$440,"5 Inglis Street, Maddingley VIC 3340",House,new,1912.0
494,16088215,440.0,4,2,2,$440 weekly,"7 Karinya Cres, Portland VIC 3305",House,new,484.0
495,15777941,340.0,2,1,1,$340,"2/21 Murlong Street, Swan Hill VIC 3585",Apartment / Unit / Flat,recentlyUpdated,1477.0
496,12678308,1100.0,2,2,1,"$1,100","87 Canning Street, Carlton VIC 3053",House,recentlyUpdated,6600.0
497,16088212,490.0,3,1,2,$490pw / $2129pcm,"522 Grimshaw Street, Bundoora VIC 3083",House,new,2129.0
498,15031804,410.0,2,1,1,$410,"109/17-21 Queen Street, Blackburn VIC 3130",Apartment / Unit / Flat,recentlyUpdated,1782.0
499,16088208,500.0,3,1,2,$500,"1/402 Springvale Road, Glen Waverley VIC 3150",Apartment / Unit / Flat,new,2173.0
500,16088206,640.0,2,2,2,$640,"25/10 Tennyson Street, St Kilda VIC 3182",Apartment / Unit / Flat,new,2781.0
501,15058191,400.0,1,1,0,$400,"1106/283 City Road, Southbank VIC 3006",Apartment / Unit / Flat,recentlyUpdated,1738.0
502,16088204,820.0,3,2,1,$820PW - 122sq internal 181sqm external!,"109/102 Wells Street, Southbank VIC 3006",Apartment / Unit / Flat,new,3563.0
503,16088202,500.0,3,2,2,$500 per week,"18A Giddings Street, North Geelong VIC 3215",House,new,2173.0
504,16088195,475.0,4,2,2,$475.00 per week,"10 Canoe Street, Armstrong Creek VIC 3217",House,new,2064.0
505,14580899,700.0,3,1,0,$700 per week,"107 John Street, Williamstown VIC 3016",House,leased,3042.0
506,16088192,670.0,4,2,2,$670 per week,"24 Octantis Street, Doncaster East VIC 3109",House,new,2911.0
507,14341555,700.0,2,1,0,$700 per week,"5608/228 La Trobe Street, Melbourne VIC 3000",Apartment / Unit / Flat,recentlyUpdated,3042.0
508,16088180,290.0,1,1,1,$290,"Domain Road, South Yarra VIC 3141",Studio,new,1261.0
509,16088188,800.0,4,2,4,$800,"42 Henshall Road, Strathmore VIC 3041",House,new,3476.0
510,16088184,520.0,4,2,2,$520,"22 Strident Road, Craigieburn VIC 3064",House,new,2260.0
511,16088179,650.0,3,2,4,$650 pw,"29 Sunset Drive, Heathmont VIC 3135",House,new,2824.0
512,16088176,500.0,3,1,4,$500 per week,"7 Ross Court, Benalla VIC 3672",House,new,2166.0
513,16088174,400.0,3,1,0,$400,"55 Mahoneys Road, Riddells Creek VIC 3431",House,new,1739.0
514,11380129,235.0,1,1,0,$235 per week,"117/490 Elgar Road, Box Hill VIC 3128",Apartment / Unit / Flat,recentlyUpdated,1021.0
515,16088169,350.0,2,1,1,$350 per week,"4/39 Manifold Street, Colac VIC 3250",House,new,1520.0
516,8441326,240.0,1,1,0,$240 per week with A/C,"116/490 Elgar Road, Box Hill VIC 3128",Apartment / Unit / Flat,recentlyUpdated,1043.0
517,16088163,450.0,2,1,1,$450 per week,"12/1-3 Anderson Street, Bentleigh VIC 3204",Apartment / Unit / Flat,new,1955.0
518,16088151,320.0,3,1,3,$320,"75 Albert Street, Horsham VIC 3400",House,new,1386.0
519,16070700,580.0,5,2,2,$580,"15 Abingdon Boulevard, Lara VIC 3212",House,recentlyUpdated,2520.0
520,16088145,530.0,4,1,4,$530 Per Week,"1174 Sydney Road, Fawkner VIC 3060",House,new,2296.0
521,16088144,620.0,3,1,1,$620,"25 Healey St, Moorabbin VIC 3189",House,new,2694.0
522,16088138,360.0,3,1,1,$360 weekly,"58 Barwon Terrace, Winchelsea VIC 3241",House,new,1564.0
523,16088135,790.0,4,2,2,$790.00,"4 Timber Lane, Glen Waverley VIC 3150",House,new,3433.0
524,16088127,480.0,2,1,0,$480 pw *Fully Furnished,"319/570 Swanston Street, Carlton VIC 3053",Apartment / Unit / Flat,new,2086.0
525,16088126,700.0,2,2,1,$700 per week,"504/628 Flinders Street, Docklands VIC 3008",Apartment / Unit / Flat,new,3042.0
526,16088125,420.0,2,1,0,$420 per week,"101B/11 Rose Lane, Melbourne VIC 3000",Apartment / Unit / Flat,new,1825.0
527,16088123,324.0,2,1,1,$324 per week,"106/34 Princeton Terrace, Bundoora VIC 3083",Apartment / Unit / Flat,new,1738.0
528,16088120,470.0,2,2,1,"$470pw/$2,042pcm","10/24 Rose Street, Box Hill VIC 3128",Apartment / Unit / Flat,new,2042.0
529,16024617,400.0,3,1,1,$400 per week,"21 Myers Parade, Altona Meadows VIC 3028",House,recentlyUpdated,1733.0
530,16088118,525.0,2,2,1,$525 Per Week,"101/623 Sydney Road, Brunswick VIC 3056",Apartment / Unit / Flat,new,2282.0
531,16088117,300.0,1,1,1,$300 Per Week,"6/118 Gower Street, Preston VIC 3072",Apartment / Unit / Flat,new,1304.0
532,16088116,400.0,2,1,1,$400 per week,"2/16A Arlington Street, Ringwood VIC 3134",Apartment / Unit / Flat,new,1738.0
533,16088115,390.0,3,1,2,$390.00 Per Week,"75 Emma St, Mooroopna VIC 3629",House,new,1690.0
534,16088114,530.0,4,2,2,$530 per week,"66 Holst Street, Armstrong Creek VIC 3217",House,new,2303.0
535,16088112,350.0,2,1,1,$350 pw,"14/193 Brighton Road, Elwood VIC 3184",Apartment / Unit / Flat,new,1521.0
536,16088108,270.0,2,1,2,$270,"7 Palmerston Street, Ararat VIC 3377",Apartment / Unit / Flat,new,1170.0
537,16088107,350.0,1,1,1,$350 Per Week,"6/1A St Kilda Road, St Kilda VIC 3182",Apartment / Unit / Flat,new,1521.0
538,16088106,655.0,3,1,1,$655.00,"14 Separation Street, Fairfield VIC 3078",House,new,2846.0
539,15923220,3000.0,3,3,2,"$3,000.00","9/744 Orrong Road, Toorak VIC 3142",Apartment / Unit / Flat,recentlyUpdated,18000.0
540,8595985,265.0,1,1,0,$265 per week,"212/24 Barkly Place, Carlton VIC 3053",Studio,recentlyUpdated,1151.0
541,16088102,475.0,2,1,1,$475.00,"11/51-53 Grange Road, Toorak VIC 3142",Apartment / Unit / Flat,new,2064.0
542,16088101,350.0,1,1,1,$350.00,"108/394-398 Middleborough Road, Blackburn VIC 3130",Apartment / Unit / Flat,new,1521.0
543,16088100,1300.0,4,3,1,$1300pw / $5649pcm,"397 Canning Street, Carlton North VIC 3054",House,new,7800.0
544,16088099,370.0,2,2,1,$370,"2/4 Goldborough Court, Frankston South VIC 3199",Apartment / Unit / Flat,new,1607.0
545,16088098,530.0,3,2,2,$530 per week,"49 Winifred Street, Oak Park VIC 3046",Townhouse,new,2303.0
546,16088094,435.0,3,2,1,$435 per week,"1/29 Cavalier Street, Doncaster East VIC 3109",House,new,1890.0
547,16088085,500.0,4,2,2,$500,"10 Inverness Ave, Derrimut VIC 3026",House,new,2166.0
548,16088083,375.0,3,2,2,$375.00 Per Week,"16 Equity Street, Rockbank VIC 3335",House,new,1629.0
549,16088084,430.0,3,2,2,$430.00 per week,"108 Shane Avenue, Seabrook VIC 3028",House,new,1868.0
550,16088080,350.0,1,1,2,$350.00 pw,"2/23 Dyson Street, Reservoir VIC 3073",Townhouse,new,1521.0
551,16088079,470.0,4,2,2,$470pw,"5 Henlix Court, Mount Clear VIC 3350",House,new,2036.0
552,16088075,595.0,1,1,0,$595 per week,"5601/228 La Trobe Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2585.0
553,15815355,385.0,3,2,2,$385,"10 Noble Road, Rockbank VIC 3335",House,recentlyUpdated,1673.0
554,16088068,465.0,2,1,1,$465 per week,"108/3 Hoddle Street, Collingwood VIC 3066",Apartment / Unit / Flat,new,2021.0
555,16088066,320.0,2,1,1,"$320pw | $1,390pcm","3/60 Potter Street, Dandenong VIC 3175",Apartment / Unit / Flat,new,1390.0
556,16088056,800.0,3,1,1,$800 per week,"48 Annand Street, Fitzroy North VIC 3068",House,new,3476.0
557,14554330,360.0,2,1,1,$360,"2/30 Melanie Drive, Warragul VIC 3820",Apartment / Unit / Flat,recentlyUpdated,1564.0
558,16088043,350.0,2,1,1,$350,"21 Garden Crescent, Echuca VIC 3564",House,new,1516.0
559,16088041,425.0,3,2,2,$425,"25 Central Road, Hampton Park VIC 3976",House,new,1847.0
560,16088033,525.0,2,1,1,$525 pw,"4/2A Simspon Street, Yarraville VIC 3013",Townhouse,new,2282.0
561,16088034,700.0,4,2,2,$700,"6 Cecil Lane, Clyde VIC 3978",House,new,3042.0
562,16088032,1300.0,3,3,2,"$1,300.00 Per Week","605/369 High Street, Kew VIC 3101",Apartment / Unit / Flat,new,7800.0
563,16088030,410.0,2,1,1,$410 per week,"2/106 Barry Street, Reservoir VIC 3073",Townhouse,new,1782.0
564,16088029,500.0,5,2,2,$500 per week,"15 Kyogle Avenue, Point Cook VIC 3030",House,new,2173.0
565,16088028,350.0,1,1,0,$350 per week,"G2/34 Mathoura Road, Toorak VIC 3142",Apartment / Unit / Flat,new,1521.0
566,16088024,675.0,2,1,1,$675 per week,"401 High Street, Prahran VIC 3181",House,new,2933.0
567,16088022,370.0,3,2,2,$370,"369 McGrath Road Service Road, Wyndham Vale VIC 3024",House,new,1607.0
568,8643413,280.0,1,1,0,$280 per week,"515/24 Barkly Place, Carlton VIC 3053",Studio,recentlyUpdated,1217.0
569,16088018,380.0,1,1,1,$380 pw,"5/240 Barkly Street, St Kilda VIC 3182",Apartment / Unit / Flat,new,1651.0
570,16088015,360.0,3,2,1,$360,"25 Sonata Street, Wyndham Vale VIC 3024",House,new,1564.0
571,14910981,355.0,2,1,1,$355.00 per week,"5107/185 Weston Street, Brunswick East VIC 3057",Apartment / Unit / Flat,recentlyUpdated,1542.0
572,16088007,265.0,1,1,1,$265.00,"1/2 Hortense Street, Maribyrnong VIC 3032",Apartment / Unit / Flat,new,1151.0
573,16088003,420.0,4,2,2,$420 Per Week,"60 Claudia Crescent, Kurunjang VIC 3337",House,new,1825.0
574,16088001,550.0,5,2,2,$550 weekly,"25 Viogner Place, Waurn Ponds VIC 3216",House,new,2389.0
575,13157344,400.0,3,1,1,$400 per week,"158 Morris Street, Sunshine VIC 3020",House,recentlyUpdated,1738.0
576,16087992,1000.0,3,1,1,$1000 per week,"38 Highett Street, Richmond VIC 3121",House,new,6000.0
577,16087984,400.0,3,2,2,$400 per week,"1/120 Ahern Road, Pakenham VIC 3810",House,new,1738.0
578,16087977,430.0,4,2,2,$430,"23 Pinnacle Drive, Pakenham VIC 3810",House,new,1868.0
579,16087970,450.0,3,2,2,$450,"11 Fremantle Avenue, Cranbourne East VIC 3977",House,new,1955.0
580,16087964,420.0,3,2,1,$420,"70 Leigh Drive, Pakenham VIC 3810",House,new,1825.0
581,15372101,390.0,3,1,2,$390,"2/2 Knox St, Noble Park VIC 3174",House,recentlyUpdated,1690.0
582,11186169,480.0,3,1,2,$480,"120 Elder Street South, Clarinda VIC 3169",House,recentlyUpdated,2086.0
583,16087958,310.0,3,1,2,$310,"20 Edward Street, Horsham VIC 3400",House,new,1343.0
584,16087954,390.0,2,1,1,$390 per week,"1/76 Westbury Street, Balaclava VIC 3183",Apartment / Unit / Flat,new,1695.0
585,16051627,320.0,3,1,2,$320 Per Week,"2 Vary Court, Churchill VIC 3842",House,recentlyUpdated,1386.0
586,16087945,550.0,2,1,0,$550,Melbourne VIC 3000,Apartment / Unit / Flat,new,2390.0
587,16087942,550.0,3,1,2,$550.00,"1/68 Tudor Street, Bentleigh East VIC 3165",House,new,2390.0
588,16087937,370.0,3,1,2,$370.00 per week,"13 Semmens Crescent, Mildura VIC 3500",House,new,1603.0
589,16087933,450.0,4,2,2,$450,"10 Illawara Drive, Mickleham VIC 3064",House,new,1955.0
590,16053847,465.0,3,2,2,$465.00,"4/196 Boronia Road, Boronia VIC 3155",Apartment / Unit / Flat,recentlyUpdated,2020.0
591,16087926,675.0,2,2,1,$675 per week,"312E/9 Robert Street, Collingwood VIC 3066",Apartment / Unit / Flat,new,2934.0
592,16087918,390.0,2,2,1,$390 p/w,"1/41 Corio Street, Shepparton VIC 3630",Apartment / Unit / Flat,new,1694.0
593,16087910,485.0,2,1,1,$485.00,"3/133 Glenlyon Road, Brunswick VIC 3056",Apartment / Unit / Flat,new,2107.0
594,14935689,460.0,3,1,2,$460 PW / $1999 PCM,"2/15 Ogden Street, Glenroy VIC 3046",Townhouse,recentlyUpdated,1999.0
595,16087901,1200.0,3,2,2,"$1,200.00","58 Brunel Street, Malvern East VIC 3145",House,new,7821.0
596,16087894,500.0,4,2,2,$500 weekly,"24 Whites Rd, Mount Duneed VIC 3217",House,new,2173.0
597,16087893,1100.0,4,2,2,"$1,100.00","97 Collier Crescent, Brunswick West VIC 3055",House,new,5880.0
598,16087887,320.0,2,1,1,$320.00,"13/25 Royal Avenue, Glen Huntly VIC 3163",Apartment / Unit / Flat,new,1390.0
599,16087882,450.0,3,1,2,$450.00,"1/45 Outhwaite Road, Heidelberg Heights VIC 3081",Townhouse,new,1955.0
600,16087881,1000.0,3,2,2,"$1,000 per week","26a Carrigg Street, Dromana VIC 3936",House,new,4345.0
601,16087878,380.0,2,1,1,$380.00,"5/25 Vickery Street, Bentleigh VIC 3204",Apartment / Unit / Flat,new,1651.0
602,16087869,620.0,2,2,1,"$620.00 per week / $2,687.00 PCM","707/1 Bent Street, Northcote VIC 3070",Apartment / Unit / Flat,new,2687.0
603,16087864,500.0,4,2,2,$500 Per Week,"10 Shulze Drive, Clyde North VIC 3978",House,new,2173.0
604,14260617,500.0,1,1,0,$500/w & Whitegoods Included,"2002/81 A'Beckett Street, Melbourne VIC 3000",Apartment / Unit / Flat,recentlyUpdated,2172.0
605,16087860,780.0,3,1,1,$780,"16B Oak Crescent, Caulfield North VIC 3161",House,new,3380.0
606,16087859,350.0,2,1,3,$350 Per Week,"2 Caroline Place, Hampton Park VIC 3976",House,new,1521.0
607,16087854,470.0,3,2,1,$470 per week,"9 Rankin Close, Lynbrook VIC 3975",House,new,2042.0
608,16087843,440.0,4,2,2,$440,"47 Ionica Loop, Truganina VIC 3029",House,new,1912.0
609,16068562,410.0,1,1,1,$410.00,"113/2 Hobson Street, South Yarra VIC 3141",Apartment / Unit / Flat,recentlyUpdated,1782.0
610,16087838,310.0,2,1,1,$310.00,"3/23 Cavendish Drive, Heatherton VIC 3202",Apartment / Unit / Flat,new,1347.0
611,16087837,310.0,2,1,1,$310.00,"8/23-27 Cavendish Drive, Heatherton VIC 3202",Apartment / Unit / Flat,new,1347.0
612,16087834,650.0,2,1,0,$650.00 Per Week,"89 Beaves Road, Northcote VIC 3070",House,new,2824.0
613,16087833,650.0,2,1,0,$650.00 Per Week,"89 Beaves Road, Northcote VIC 3070",House,new,2824.0
614,16087823,380.0,1,1,0,$380 per week,"1002/1 Acacia Place, Abbotsford VIC 3067",Apartment / Unit / Flat,new,1651.0
615,16087820,480.0,4,2,2,$480,"70 Augusta Way, Hidden Valley VIC 3756",House,new,2085.0
616,13172598,130.0,1,1,0,$130 pw,"Room 6/8 Melwood Court, Meadow Heights VIC 3048",Apartment / Unit / Flat,recentlyUpdated,300.0
617,16087815,500.0,2,1,0,$500 per week,"4813/33 Rose Lane, Melbourne VIC 3000",Apartment / Unit / Flat,new,2173.0
618,16087803,380.0,1,1,1,$380 per week,"203/33 Cliveden Close, East Melbourne VIC 3002",Apartment / Unit / Flat,new,1651.0
619,16087802,370.0,3,1,1,$370,"3 Sears Court, Colac VIC 3250",House,new,1480.0
620,16087800,800.0,3,2,1,$800pw - Rooftop City Views! Pet friendly!,"51 Amelia Street, Brunswick VIC 3056",Townhouse,new,3476.0
621,16087795,530.0,4,2,2,"$530 pw/ $2,303 pcm","15 Jardier Terrace, South Morang VIC 3752",House,new,2303.0
622,16087794,695.0,3,1,2,$695 pw,"8/30 Roslyn Street, Brighton VIC 3186",Townhouse,new,3020.0
623,16087789,575.0,2,2,1,$575,"908/118 Kavanagh Street, Southbank VIC 3006",Apartment / Unit / Flat,new,2499.0
624,14434337,340.0,2,1,1,$340,"15 Patrick Street, Portland VIC 3305",Apartment / Unit / Flat,recentlyUpdated,1473.0
625,15993787,450.0,2,1,1,$450 per week,"5/34 Victoria Street, Elsternwick VIC 3185",Apartment / Unit / Flat,recentlyUpdated,1955.0
626,16087780,500.0,3,2,2,$500,"8 Keily Road, Gisborne VIC 3437",House,new,2173.0
627,16087778,460.0,3,2,2,$460 per week,"2/1 Herbert Street, Ringwood VIC 3134",Apartment / Unit / Flat,new,1998.0
628,16087775,400.0,1,1,1,$400 per week,"318/71 Henry Street, Kensington VIC 3031",Apartment / Unit / Flat,new,1738.0
629,16087768,430.0,3,1,4,$430 / wk,"6 Lardner Road, Frankston VIC 3199",House,new,1868.0
630,16087765,350.0,2,1,1,$350 weekly,"6/170 Thompson Road, North Geelong VIC 3215",House,new,1542.0
631,16087764,520.0,3,1,0,$520,"1/3 Coane Street, Oakleigh East VIC 3166",House,new,2260.0
632,14881088,400.0,2,1,1,$400,"G04/12 Olive York Way, Brunswick West VIC 3055",Apartment / Unit / Flat,recentlyUpdated,1738.0
633,16087762,330.0,3,1,2,$330,"59 Felstead Avenue, Sunshine West VIC 3020",House,new,1434.0
634,16087759,440.0,1,1,1,$440 per week,"16/1-3 Carre Street, Elsternwick VIC 3185",Apartment / Unit / Flat,new,1912.0
635,16087756,470.0,1,1,0,$470 per week,"4410/1 Balston Street, Southbank VIC 3006",Apartment / Unit / Flat,new,2042.0
636,16087754,540.0,2,2,1,$540 weekly,"106/3 Claire Street, McKinnon VIC 3204",Apartment / Unit / Flat,new,2346.0
637,16087753,650.0,3,2,2,$650 per week,"3 Mercantile Parade, Kensington VIC 3031",Townhouse,new,2824.0
638,16087748,430.0,3,2,1,$430,"3 Angus Court, Narre Warren VIC 3805",House,new,1868.0
639,14981720,570.0,3,1,1,$570,"7/7 Hawthorn Grove, Hawthorn VIC 3122",Apartment / Unit / Flat,recentlyUpdated,2477.0
640,16087743,545.0,3,2,2,$545,"796 Canterbury Road, Vermont VIC 3133",House,new,2361.0
641,16087742,565.0,3,2,2,$565 pw - $2455 pcm,"2A Tuppal Place, Keilor East VIC 3033",House,new,2455.0
642,16087741,380.0,2,1,1,$380PW / $1651PCM,"5/3 Jessop Street, Greensborough VIC 3088",Townhouse,new,1651.0
643,16087737,355.0,3,2,1,$355,"2/30 Bourke Road, Melton South VIC 3338",Apartment / Unit / Flat,new,1538.0
644,16087736,750.0,4,3,2,$750 per week,"71 Greenwood Drive, Bundoora VIC 3083",Townhouse,new,3259.0
645,16087734,315.0,1,1,0,$315 Per Week,"5/584 Morwell Avenue, Bundoora VIC 3083",Studio,new,1369.0
646,16087732,500.0,3,1,2,$500 per week,"8 Malvern Street, Vermont VIC 3133",House,new,2713.0
647,16087730,620.0,2,1,1,$620 per week,"57A Eirene Street, Yarraville VIC 3013",House,new,2694.0
648,16087729,450.0,2,1,1,$450,"224/135 Inkerman Street, St Kilda VIC 3182",Apartment / Unit / Flat,new,1955.0
649,16087726,430.0,3,2,1,$430 Weekly / $1868 Yearly,"6 Anglesea Drive, Wollert VIC 3750",House,new,1868.0
650,16087721,600.0,4,2,2,$600 / Wk,"38 Kirkwood Avenue, Seaford VIC 3198",House,new,2607.0
651,16087720,420.0,3,2,2,$420 per Week,"87 Williams Landing Boulevard, Williams Landing VIC 3027",House,new,1825.0
652,16087718,750.0,2,2,1,$750 Per Week,"301/99 Palmerston Crescent, South Melbourne VIC 3205",Apartment / Unit / Flat,new,3259.0
653,16087712,480.0,3,2,1,$480 per week,"30 Brewster Street, Woodend VIC 3442",House,new,2085.0
654,16087711,390.0,1,1,1,$390.00,"103/35-43 High Street, Glen Iris VIC 3146",House,new,1695.0
655,16087710,390.0,1,1,1,$390.00,"103/35-43 High Street, Glen Iris VIC 3146",House,new,1695.0
656,16087698,700.0,4,2,2,$700 Per Week,"19 Strathfield Place, Croydon VIC 3136",House,new,3042.0
657,16087685,560.0,4,2,2,$560,"11 Sycamore Court, Narre Warren South VIC 3805",House,new,2433.0
658,16087684,350.0,2,1,0,$350pw / $1521pcm,"1/52 Daly Street, Brunswick West VIC 3055",Apartment / Unit / Flat,new,1521.0
659,16087683,1175.0,4,3,4,"$1,175","1A Chivers Road, Templestowe VIC 3106",House,new,5106.0
660,16087675,415.0,1,1,1,$415pw/$1803pcm,"325/15 Clifton Street, Prahran VIC 3181",Apartment / Unit / Flat,new,1803.0
661,16087674,550.0,4,2,2,$550.00 per week,"21 Boathaven Road, Point Cook VIC 3030",House,new,2390.0
662,16087672,685.0,2,2,0,$685 per week,"1110/371 Little Lonsdale Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2976.0
663,12392758,400.0,4,2,2,$400.00 per week,"72 Haines Drive, Wyndham Vale VIC 3024",House,recentlyUpdated,1738.0
664,16087652,300.0,3,1,2,$300 Per Week,"7 Chenhall Crescent, Traralgon VIC 3844",House,new,1300.0
665,16087650,675.0,2,1,0,$675.00 per week,"428 Park Street, South Melbourne VIC 3205",House,new,2933.0
666,16087644,230.0,1,1,1,$230 Per Week,"2/172 Buckley Street, Morwell VIC 3840",Apartment / Unit / Flat,new,997.0
667,16087642,460.0,2,1,2,$460 per week,"1C Coolibah Crescent, Bayswater VIC 3153",Townhouse,new,1999.0
668,16087641,790.0,3,2,1,$790 Per Week,"3A Lennox Street, Yarraville VIC 3013",Townhouse,new,3433.0
669,16087639,480.0,4,2,2,"$480 PW ($2,085 PCM)","7 Fleece Road, Aintree VIC 3336",House,new,2085.0
670,16087637,350.0,2,1,1,$350 per week,"4/34 Grandview Street, Glenroy VIC 3046",Apartment / Unit / Flat,new,1521.0
671,16087635,450.0,4,2,2,$450,"23 Chantelle Pde, Tarneit VIC 3029",House,new,1950.0
672,16087632,620.0,2,2,1,$620 Per Week,"212/172 Lennox Street, Richmond VIC 3121",Apartment / Unit / Flat,new,2687.0
673,16087625,420.0,3,2,2,$420 per week,"1 Whatman Street, Lucas VIC 3350",House,new,1820.0
674,16087624,365.0,2,1,1,$365 per week,"6/28 New Street, Ringwood VIC 3134",Apartment / Unit / Flat,new,1586.0
675,16087620,380.0,3,1,0,$380,"1 O'Connor Street, Horsham VIC 3400",House,new,1651.0
676,16087618,360.0,2,2,1,$360 per week !,"a/40 Austin street, Werribee VIC 3030",Townhouse,new,1564.0
677,16087615,450.0,2,2,1,$450 p.w.,"3/189 Boronia Road, Boronia VIC 3155",Townhouse,new,1955.0
678,16087614,765.0,2,1,0,$765 per week,"60 Neptune Street, Richmond VIC 3121",House,new,3324.0
679,15067782,390.0,2,1,1,$390 per week,"1/76 Westbury Street, Balaclava VIC 3183",Apartment / Unit / Flat,recentlyUpdated,1695.0
680,16087605,550.0,4,2,2,$550 per week,"167 Vista Drive, Cape Woolamai VIC 3925",House,new,2080.0
681,16087603,370.0,1,1,1,$370pw,"3/37 Fawkner Street, South Yarra VIC 3141",Apartment / Unit / Flat,new,1608.0
682,16087602,525.0,3,1,2,$525 per week !!,"4 Willow Street, Werribee VIC 3030",House,new,2281.0
683,16087601,1000.0,4,2,12,"$1,000 per week","50 Spavin Drive, Sunbury VIC 3429",House,new,4345.0
684,15381429,470.0,2,1,1,$470 per week,"G15/48 Victoria Street, Brunswick East VIC 3057",Apartment / Unit / Flat,recentlyUpdated,2042.0
685,16087597,350.0,4,2,1,$350 pw,"4 Talina Close, Hoppers Crossing VIC 3029",House,new,1521.0
686,16087591,400.0,3,2,2,$400,"3 Sapa Close, Truganina VIC 3029",House,new,1738.0
687,16087592,470.0,4,2,2,$470,"38 Conway st, Tarneit VIC 3029",House,new,2042.0
